R460039483,703420369
R460039483,174689884
R460039483,677349699
R460039483,949748586
R680596214,454195846
R680596214,422498631
R680596214,80217700
R680596214,474708885
R26864002,941904642
R26864002,230242794
R26864002,550577629
R26864002,906881702
R26864002,996727265
R83433827,443135771
R83433827,632563467
R83433827,949748586
R969646282,770428895
R969646282,242498177
R969646282,902827659
R969646282,299713137
R853072690,615517298
R853072690,852272171
R853072690,641557065
R853072690,668480021
R853072690,127389986
R798181636,632563467
R798181636,477754809
R798181636,978296791
R516266936,30057554
R516266936,565426135
R516266936,632563467
R516266936,939959665
R54620558,745014089
R54620558,395820786
R54620558,488626629
R356715520,673555638
R356715520,903976594
R356715520,852272171
R356715520,350142890
R356715520,641557065
R513861440,699815617
R513861440,643411500
R513861440,217432290
R513861440,320784226
R513861440,17064577
R356032536,591957496
R356032536,318860716
R356032536,905928412
R356032536,908277328
R356032536,819689528
R32787569,258263510
R32787569,332261628
R32787569,116152911
R32787569,93453340
R527579807,127389986
R527579807,845261456
R527579807,553284712
R527579807,135133646
R527579807,739248734
R599214282,269509327
R599214282,910666923
R599214282,952970792
R734146550,745014089
R734146550,118557615
R734146550,991012270
R734146550,238259482
R758849569,668480021
R758849569,550577629
R758849569,575093572
R758849569,591647798
R724408971,562608119
R724408971,290385533
R724408971,720394548
R724408971,884339983
R984573031,156447546
R984573031,684556803
R984573031,910666923
R654364357,289057943
R654364357,242498177
R654364357,950041653
R654364357,20723765
R685490773,610175113
R685490773,678392928
R685490773,702399103
R125211696,555187949
R125211696,247817838
R125211696,405163823
R125211696,819689528
R125211696,653835914
R506789358,288248062
R506789358,63810201
R506789358,12782142
R506789358,231804421
R506789358,28153857
R430818143,931234042
R647264776,259520606
R647264776,964243058
R647264776,217432290
R647264776,787457543
R282739115,291626057
R282739115,902827659
R282739115,113723999
R282739115,854554730
R588571218,63810201
R588571218,231811189
R588571218,937685022
R588571218,845049038
R7504568,340713097
R7504568,298114428
R7504568,562608119
R7504568,843256504
R7504568,908277328
R7504568,819689528
R865092756,279883667
R865092756,7239119
R865092756,905928412
R865092756,268744874
R865092756,205285920
R347807203,128274046
R347807203,677349699
R347807203,231804421
R461157635,959499455
R461157635,939959665
R303254713,673555638
R303254713,344344293
R303254713,50448016
R303254713,912295445
R540139556,27911153
R540139556,978296791
R855146403,120672241
R855146403,156447546
R855146403,967168544
R855146403,798471004
R855146403,27911153
R882795906,603429830
R882795906,125442361
R882795906,684556803
R882795906,654180532
R882795906,691640037
R66297028,547361293
R66297028,115849571
R66297028,906203974
R66297028,237547736
R66297028,376663322
R66297028,696136665
R341357455,291626057
R341357455,73936684
R449521296,894342374
R449521296,500415464
R449521296,290281556
R449521296,418081426
R449521296,566634350
R243873423,302136284
R243873423,413610439
R243873423,433991017
R243873423,922365173
R364924508,280736167
R364924508,249747542
R364924508,646153280
R364924508,665094645
R811018137,641018213
R811018137,221670725
R811018137,320128881
R811018137,893797396
R811018137,860669523
R846401640,320784226
R846401640,703517390
R846401640,217432290
R846401640,360597534
R172679284,291626057
R172679284,73936684
R172679284,678392928
R172679284,443565831
R897580786,703517390
R897580786,217432290
R897580786,360597534
R451287048,16198935
R451287048,84989600
R451287048,305029976
R360054673,801277714
R360054673,210099081
R360054673,105210175
R661897992,683172584
R661897992,818093772
R661897992,454987570
R661897992,71094868
R682036938,263200870
R682036938,395820786
R682036938,13765035
R682036938,810715382
R682036938,818977833
R106888785,258263510
R106888785,68523216
R106888785,230242794
R106888785,47508330
R862085950,118557615
R862085950,619202217
R862085950,105697979
R862085950,256927586
R283063075,673555638
R283063075,350142890
R283063075,676997487
R185385849,298114428
R185385849,619583311
R185385849,641018213
R185385849,20723765
R175477249,894342374
R175477249,291025675
R175477249,50448016
R674889972,976488035
R674889972,619202217
R674889972,194536030
R706745604,125442361
R706745604,422498631
R706745604,116152911
R706745604,80217700
R540162158,232717396
R540162158,860530701
R540162158,413610439
R540162158,829544438
R540162158,758436401
R725056473,291626057
R725056473,734979755
R725056473,978296791
R733542710,290385533
R733542710,243871406
R733542710,633106818
R733542710,800141630
R201966489,124962335
R201966489,413610439
R201966489,500359621
R201966489,465361161
R201966489,582034874
R201966489,496583624
R201966489,78415435
R201966489,899634506
R201966489,109187375
R78119480,509140218
R78119480,217432290
R78119480,360597534
R78119480,665094645
R643308217,928803556
R643308217,978296791
R126526068,734749269
R126526068,622521518
R126526068,676997487
R126526068,347548171
R126526068,849358854
R126526068,713639997
R839578499,818093772
R839578499,50448016
R839578499,238259482
R637492112,407625171
R637492112,796543882
R637492112,452313864
R637492112,117510418
R539337628,673555638
R539337628,903243839
R539337628,38896695
R539337628,413610439
R445642970,555187949
R445642970,59091894
R445642970,247817838
R445642970,787457543
R183730993,88438489
R183730993,591957496
R183730993,264762745
R183730993,713639997
R183730993,290281556
R156137129,96373311
R156137129,204619916
R156137129,911559943
R156137129,90758167
R974496836,125442361
R974496836,151069175
R974496836,718453373
R974496836,292838795
R820758818,686862085
R820758818,581749984
R820758818,372499150
R708249185,454195846
R708249185,353086897
R708249185,470109135
R708249185,269509327
R708249185,738577982
R91042198,98553129
R91042198,1634376
R91042198,327704748
R118932695,897585347
R118932695,976488035
R118932695,186916996
R118932695,122562395
R118932695,479578472
R968852923,465361161
R968852923,115849571
R968852923,906203974
R968852923,696136665
R968852923,514442425
R968852923,228973515
R230920680,570306794
R230920680,297489962
R230920680,82444483
R230920680,422498631
R230920680,906881702
R960303222,631266277
R960303222,978296791
R574720935,11837331
R574720935,920285960
R574720935,641018213
R74407062,910666923
R74407062,905928412
R74407062,804424777
R74407062,766286070
R77143681,879241629
R77143681,972511571
R77143681,372499150
R77143681,686862085
R77143681,581749984
R269736265,610175113
R269736265,318860716
R269736265,20723765
R269736265,351715207
R714462054,374387431
R714462054,830085811
R714462054,458020666
R714462054,724688473
R714462054,696136665
R936775022,458020666
R936775022,845049038
R936775022,12782142
R936775022,243201674
R55706663,168334939
R55706663,318860716
R55706663,898727146
R55706663,473427652
R469967083,699815617
R469967083,509140218
R469967083,614051537
R469967083,433991017
R968392866,845049038
R968392866,930600647
R659687561,373475028
R659687561,630580142
R659687561,839134648
R659687561,116152911
R659687561,370209042
R669787639,533460276
R669787639,952970792
R669787639,965481641
R669787639,766286070
R361528879,123767051
R361528879,898727146
R361528879,843256504
R361528879,370209042
R955356559,745014089
R955356559,605851108
R955356559,936828091
R955356559,496583624
R955356559,906203974
R955356559,707189139
R448685724,971541119
R448685724,910666923
R448685724,458020666
R797657035,893797396
R797657035,221670725
R797657035,352910116
R797657035,608224790
R797657035,978296791
R71925885,562608119
R71925885,591957496
R71925885,118941742
R578644459,188270652
R578644459,1634376
R578644459,93453340
R578644459,259520606
R468125765,395820786
R468125765,111329516
R468125765,477754809
R468125765,665094645
R223820180,906881702
R223820180,47508330
R804630723,256463757
R804630723,605851108
R804630723,936828091
R804630723,983397039
R804630723,968213030
R804630723,906203974
R846219874,126427252
R846219874,243871406
R846219874,799302568
R532280108,619202217
R532280108,605851108
R532280108,993790122
R532280108,309403438
R532280108,354921624
R532280108,452313864
R976513703,520804151
R976513703,876630227
R976513703,360929011
R976513703,603429830
R535659203,941904642
R535659203,745014089
R535659203,787457543
R535659203,996727265
R282505006,972919304
R282505006,865455313
R282505006,458020666
R282505006,798471004
R901085715,247907645
R901085715,454987570
R901085715,50448016
R901085715,337195437
R489869687,454987570
R489869687,50448016
R489869687,337195437
R51494327,54871234
R812406495,866498730
R812406495,112512467
R812406495,738777760
R43441689,243201674
R43441689,851200111
R43441689,67719782
R43441689,71094868
R880612752,320128881
R880612752,463919117
R880612752,509768800
R880612752,658283017
R755576024,353086897
R755576024,509140218
R755576024,819787396
R755576024,598903424
R755576024,305029976
R755576024,186916996
R317129213,962971200
R317129213,703517390
R317129213,894342374
R317129213,852272171
R317129213,641557065
R317129213,452313864
R23094005,413405819
R23094005,198907052
R23094005,226064663
R23094005,8411073
R175626687,475394896
R175626687,500415464
R175626687,418081426
R993329490,353086897
R993329490,845261456
R993329490,470109135
R993329490,186916996
R512747944,437561965
R512747944,435374514
R512747944,937685022
R512747944,547758562
R512747944,643411500
R104243857,258263510
R104243857,7239119
R104243857,268744874
R104243857,179586121
R159128565,198907052
R159128565,435374514
R159128565,509140218
R159128565,148611089
R159128565,643411500
R381807811,591957496
R381807811,11837331
R381807811,707709184
R381807811,340713097
R381807811,308228148
R841944019,258263510
R841944019,514442425
R841944019,38896695
R841944019,775886337
R858282752,516380489
R858282752,922365173
R858282752,80193517
R858282752,256927586
R233180487,320784226
R233180487,922365173
R233180487,676997487
R233180487,238259482
R466578582,707709184
R466578582,16198935
R466578582,930086069
R927700605,800141630
R927700605,80193517
R927700605,850331954
R29471144,28153857
R29471144,702399103
R29471144,775886337
R879043985,965481641
R879043985,396161867
R879043985,290285114
R879043985,818977833
R879043985,13765035
R879043985,490000105
R781101962,115849571
R781101962,906203974
R781101962,707189139
R265661752,603429830
R265661752,290385533
R265661752,720394548
R265661752,122562395
R265661752,302134628
R511661152,660532670
R511661152,77042324
R511661152,867240393
R511661152,804424777
R511661152,798471004
R555765714,420767543
R555765714,502033032
R555765714,922365173
R866754974,879241629
R866754974,581749984
R866754974,686862085
R866754974,372499150
R531031708,180054229
R531031708,413405819
R531031708,395820786
R531031708,993302018
R531031708,420684462
R64948779,420767543
R64948779,268744874
R64948779,354921624
R393405152,683172584
R393405152,125442361
R393405152,604393909
R393405152,737940211
R974337319,880692920
R974337319,217013010
R974337319,913168780
R974337319,526720134
R599858164,654180532
R599858164,799302568
R599858164,787457543
R599858164,453885758
R151337217,435374514
R151337217,614051537
R151337217,59091894
R151337217,959499455
R151337217,306516784
R151337217,734979755
R84032152,297489962
R84032152,82444483
R84032152,906881702
R694922592,126427252
R694922592,906881702
R694922592,347548171
R694922592,716051330
R83247809,288248062
R83247809,63810201
R83247809,575350673
R83247809,122562395
R83247809,387055666
R986603402,682880477
R986603402,435374514
R986603402,803052551
R986603402,8411073
R986603402,547758562
R255235313,120672241
R255235313,533460276
R255235313,636741765
R255235313,766286070
R165431268,288248062
R165431268,28153857
R165431268,913168780
R165431268,437561965
R165431268,737940211
R873156285,126023229
R873156285,127389986
R873156285,493054188
R873156285,906881702
R873156285,28153857
R447150033,17064577
R447150033,986930480
R447150033,610526470
R447150033,290285114
R505355663,340713097
R505355663,788874527
R505355663,801858359
R505355663,843256504
R289025097,699815617
R289025097,575093572
R289025097,643411500
R289025097,458020666
R289025097,351715207
R480893782,232497715
R480893782,105697979
R480893782,302136284
R555733991,402945030
R555733991,939959665
R123888975,256463757
R123888975,516380489
R123888975,880637335
R123888975,819689528
R678377173,707709184
R678377173,575350673
R678377173,967168544
R145075583,967625757
R145075583,928803556
R145075583,550577629
R145075583,322365201
R989162218,186294875
R989162218,619583311
R181705863,475394896
R181705863,340713097
R181705863,454195846
R181705863,443565831
R966554803,128274046
R966554803,964243058
R966554803,118557615
R966554803,804424777
R966554803,588534417
R77299594,707709184
R77299594,17064577
R77299594,231804421
R77299594,290285114
R184048727,575093572
R184048727,19493366
R184048727,738577982
R395401067,553284712
R395401067,496583624
R395401067,906203974
R395401067,993790122
R395401067,860530701
R395401067,713451045
R395401067,452313864
R518142160,298114428
R518142160,899634506
R518142160,109187375
R518142160,500359621
R518142160,437561965
R549218440,232717396
R549218440,268744874
R549218440,12552919
R549218440,125442361
R287764217,87186253
R287764217,962686810
R287764217,431882721
R153056708,188270652
R153056708,96373311
R153056708,757171517
R153056708,204619916
R153056708,90758167
R899980525,420183778
R899980525,470109135
R899980525,419165050
R899980525,121066886
R899980525,859824481
R960338495,490000105
R960338495,435374514
R960338495,653835914
R960338495,538857093
R960338495,643411500
R879659915,416040411
R879659915,200382341
R879659915,174689884
R170018344,291626057
R170018344,867240393
R170018344,796543882
R170018344,622521518
R890483123,833933148
R890483123,955897109
R890483123,148611089
R890483123,860669523
R43122463,959499455
R43122463,928803556
R43122463,608224790
R43122463,662218995
R796163212,636741765
R796163212,631266277
R56639232,972919304
R56639232,126023229
R56639232,591957496
R56639232,340713097
R383009876,63810201
R383009876,475394896
R383009876,458020666
R383009876,845049038
R863348487,682880477
R863348487,77042324
R863348487,880637335
R863348487,151069175
R426227812,249747542
R426227812,654180532
R426227812,598903424
R971413094,280736167
R971413094,845049038
R971413094,30057554
R971413094,799302568
R971413094,668480021
R324627178,232497715
R324627178,880692920
R324627178,302136284
R734717068,837947915
R734717068,903976594
R734717068,118941742
R734717068,852272171
R734717068,641557065
R268148252,232717396
R268148252,832318807
R268148252,298114428
R81064357,941931912
R81064357,47508330
R81064357,11837331
R81064357,903243839
R954925715,478670495
R954925715,396161867
R954925715,720863664
R954925715,361269846
R179060156,420767543
R179060156,16198935
R179060156,803052551
R179060156,967168544
R179060156,880692920
R401362634,422498631
R401362634,80217700
R425587607,180054229
R425587607,256463757
R425587607,8411073
R425587607,80193517
R425587607,699815617
R392929751,567819492
R392929751,158697889
R392929751,350142890
R392929751,799302568
R392929751,488626629
R347118913,242712545
R347118913,678392928
R180627306,297489962
R180627306,818093772
R180627306,151069175
R180627306,256927586
R858848985,973449038
R858848985,82444483
R858848985,998417184
R428277651,884318700
R428277651,653835914
R428277651,374387431
R428277651,830085811
R452151350,41610086
R452151350,126023229
R452151350,830085811
R452151350,924854462
R101722360,865455313
R101722360,478670495
R101722360,798471004
R405769519,630580142
R405769519,237547736
R405769519,928601805
R405769519,477754809
R405769519,908277328
R194608416,291626057
R194608416,38896695
R194608416,478670495
R194608416,73936684
R194608416,318860716
R897422727,894342374
R897422727,500415464
R897422727,418081426
R897422727,327704748
R442812285,188270652
R442812285,1634376
R442812285,856529583
R442812285,96373311
